ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,2661f61d34abcc97424c25f13965f168,2012-01-20,15:53:38,1327074818,personal_care,27.16,0,"fraud_Kihn, Brakus and Goyette",38.839884,-106.345141
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,f3005b5975b2f0d81e9f9100545b4686,2012-01-07,23:00:06,1325977206,misc_pos,9.69,0,fraud_Herman Inc,37.816524,-106.232670
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,cf09b4911bee9cabfd0d7ee7a031ef34,2012-01-17,06:53:12,1326783192,grocery_pos,124.76,0,fraud_Bogisich Inc,38.580377,-105.309702
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,fde8b8db6a562dbbbbd3535ac5eff56f,2012-01-15,01:35:40,1326591340,grocery_pos,83.48,0,fraud_O'Keefe-Hudson,37.720837,-106.585099
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,2fc113e16353bf255e6374e485171de4,2012-01-09,02:53:14,1326077594,grocery_net,40.45,0,fraud_Runolfsson and Sons,39.146380,-107.104623
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,1f95a8d7329b207ce00679552fc00d7b,2012-01-09,23:48:48,1326152928,health_fitness,3.00,0,fraud_Fadel Inc,38.759441,-106.740975
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,0f0711116c04f8047752ae053c5b17be,2012-01-01,06:34:38,1325399678,gas_transport,69.04,0,fraud_Rodriguez Group,39.522026,-105.696463
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,a95b259cd041abbb265092a5c3dd1a1f,2012-01-24,09:34:08,1327397648,gas_transport,66.57,0,"fraud_Reilly, Heaney and Cole",38.693343,-105.417273
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,a0ca64dc23979e03d8cbb378406d8192,2012-01-27,04:01:55,1327636915,gas_transport,47.74,0,fraud_Luettgen PLC,38.738173,-106.696013
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,c4c1de8515a596d5f862bc3f22d2a734,2012-01-27,12:08:58,1327666138,food_dining,25.85,0,fraud_Kilback LLC,38.702818,-106.014335
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,7f7bd8088170bab6fb4996acf01605d0,2012-01-15,10:57:57,1326625077,grocery_pos,99.69,0,fraud_Bogisich Inc,38.158069,-105.630075
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,cf7b41eee45b3576cc5fe6dd904df487,2012-01-10,07:50:37,1326181837,gas_transport,47.73,0,fraud_Friesen-Stamm,38.673056,-105.861959
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,ebe7600cab551c3d3e22615bfaca9a1a,2012-01-13,16:35:10,1326472510,kids_pets,5.14,0,fraud_Bogisich-Weimann,38.900834,-106.732309
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,dc3902deda992a9bf4952ca967a8737b,2012-01-15,23:02:54,1326668574,kids_pets,44.62,0,fraud_Ullrich Ltd,37.701895,-105.743869
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,a710687ab9fb2a40917312d66b6d6e8e,2012-01-30,18:06:56,1327946816,food_dining,1.27,0,"fraud_Kutch, Steuber and Gerhold",39.086211,-106.441234
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,33055c2386ae2af7db3fd24553838a0f,2012-01-14,16:09:01,1326557341,misc_net,34.58,0,fraud_Kuphal-Bartoletti,38.543334,-106.956963
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,49b8acacc3142bf93d185ed035d40d4c,2012-01-05,05:13:18,1325740398,grocery_pos,105.69,0,"fraud_Heller, Gutmann and Zieme",38.659281,-105.385620
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,1e63fb2c37cf12ea2badb517ff4f0b0a,2012-01-09,20:28:47,1326140927,personal_care,9.71,0,fraud_Crooks and Sons,37.957272,-105.593528
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,c0f0f6b93f9ffeccc370d96f89e406ef,2012-01-12,13:19:06,1326374346,personal_care,3.30,0,fraud_Auer LLC,38.438906,-105.447165
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,a90aa427274221203265f4f9b3b91942,2012-01-12,04:53:45,1326344025,misc_net,472.61,0,fraud_Kerluke Inc,38.930092,-106.154497
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,24071fea66b6a776cee8ebee4a929e23,2012-01-11,06:27:34,1326263254,gas_transport,72.62,0,fraud_Ledner-Pfannerstill,38.461412,-105.955276
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,a199779d6d24d1498920677769553cee,2012-01-29,16:25:49,1327854349,kids_pets,21.28,0,fraud_Schimmel-Olson,38.605970,-106.288921
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,dd3a5552e5b6828ad2e4f84cc2ffb5b0,2012-01-07,14:03:41,1325945021,entertainment,56.94,0,fraud_Kling-Ernser,39.236630,-106.875531
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,6ca1298cbeda0f235488d10dcae57a70,2012-01-12,21:53:17,1326405197,home,40.50,0,fraud_Quitzon-Goyette,38.958124,-107.098390
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,d8f3853a92f3297ad47dd332370256f3,2012-01-07,12:09:29,1325938169,shopping_net,8.26,0,"fraud_Baumbach, Feeney and Morar",38.884541,-105.446980
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,fd77a8b9cd7c9da3184fcc655c4d0b3c,2012-01-01,16:52:50,1325436770,food_dining,59.57,0,"fraud_Bahringer, Osinski and Block",39.540927,-106.153838
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,b31ae78a6de9b6c4f777a8659a0b2f2e,2012-01-29,23:07:30,1327878450,home,42.03,0,fraud_Padberg-Sauer,38.541601,-105.517213
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,ad3dd0373e09f3b47ea18b54cdb2df3a,2012-01-07,19:33:03,1325964783,misc_pos,8.00,0,fraud_Dickinson Ltd,38.755876,-105.646546
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,f0cee76d639131e34b9a779eb12cd7fb,2012-01-21,07:03:53,1327129433,misc_net,4.85,0,fraud_McGlynn-Heathcote,38.687956,-105.965711
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,5f6bf4ad0c82213cb75b2a50a28ad5ee,2012-01-01,17:26:58,1325438818,home,56.62,0,fraud_Gaylord-Powlowski,39.043822,-105.471545
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,cce4296219541630a19c5bc6997f3969,2012-01-31,20:49:54,1328042994,shopping_pos,6.09,0,"fraud_Roob, Conn and Tremblay",38.186709,-106.531466
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,45e8e6ef5686b02adcc2c76bfd6aedfa,2012-01-04,04:07:49,1325650069,gas_transport,49.77,0,fraud_Cummings LLC,39.029292,-106.437174
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,1b422ab609cb7fa2d097779d34333d32,2012-01-01,23:35:22,1325460922,misc_pos,2.45,0,fraud_Flatley Group,38.258141,-105.749241
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,359ad53ec7dde0ce2f28b907cc583835,2012-01-18,05:42:50,1326865370,gas_transport,68.87,0,fraud_Mraz-Herzog,37.577244,-107.227442
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,f453d180dfd9772bb2fe9a79a20714a0,2012-01-23,18:35:55,1327343755,kids_pets,72.37,0,fraud_Schimmel-Olson,38.454918,-105.839888
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,b63b575060c0ab09e811ec6cc084e4fd,2012-01-27,19:24:10,1327692250,health_fitness,33.67,0,fraud_Carroll PLC,38.124643,-105.393909
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,c4fd4494c6038607a4ddeb50c436c29f,2012-01-21,14:07:33,1327154853,entertainment,32.98,0,"fraud_Schroeder, Hauck and Treutel",38.239635,-105.617920
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,3f78144e58d94ac0318876e52f4a1c5a,2012-01-22,19:38:44,1327261124,home,67.98,0,fraud_Reilly LLC,38.802954,-105.950776
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,fe08ed24a18b703465e53dd60c6c2f72,2012-01-22,18:32:55,1327257175,misc_net,2.82,0,fraud_Schmitt Ltd,38.144419,-106.167843
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,b5bb112c3b892afa5b27e84aab5e6889,2012-01-01,15:20:36,1325431236,home,87.05,0,"fraud_O'Connell, Botsford and Hand",38.539598,-105.679607
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,1443d9f130bc8d2015bdc2afffab2c5d,2012-01-08,23:11:32,1326064292,personal_care,45.67,0,fraud_Erdman-Ebert,38.060542,-105.861178
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,901464517cc6c306fab6aa78bf946315,2012-01-31,17:59:48,1328032788,entertainment,171.86,0,fraud_Upton PLC,38.374586,-107.211343
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,7eb48d9c6cfd11db665e57716063b513,2012-01-26,17:55:05,1327600505,kids_pets,18.16,0,fraud_Little Ltd,38.271228,-105.692828
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,5015d4cdc60b6cfb8786ec6c8092762b,2012-01-01,21:05:29,1325451929,personal_care,60.86,0,fraud_Kirlin and Sons,37.555911,-105.768511
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,b04841d484e6097f06b538395a97048e,2012-01-08,13:22:28,1326028948,health_fitness,48.48,0,fraud_Ziemann-Waters,38.435657,-105.565609
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,fabd3e813091824fa25db8484fd4bf20,2012-01-09,19:28:10,1326137290,kids_pets,121.90,0,fraud_Nolan-Williamson,38.749817,-106.436500
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,c9e30094dd00f91f28c5b61a2b56a0ff,2012-01-11,17:45:18,1326303918,entertainment,47.50,0,"fraud_Schroeder, Hauck and Treutel",39.164006,-106.490291
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,3bc20c7af713c13aaeb75a0dbcd56842,2012-01-08,19:37:21,1326051441,kids_pets,6.97,0,fraud_Weimann-Lockman,37.782565,-106.882512
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,c35e813e233259abf9e39d9c211e85f8,2012-01-25,21:31:17,1327527077,entertainment,255.12,0,fraud_Cruickshank-Mills,38.401918,-105.388453
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,466ad4c0bbc74bb91d2b33f0648f3ba9,2012-01-26,12:02:08,1327579328,travel,5.05,0,fraud_Hyatt-Blick,38.988453,-105.664485
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,c2ba67b200babc3f3bc0e8b3a95ad315,2012-01-21,18:37:14,1327171034,food_dining,93.01,0,fraud_Haag-Blanda,38.005986,-106.921746
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,6dbe74ecfcd73d208a0cf2f78fc937c7,2012-01-28,03:23:01,1327720981,grocery_pos,99.13,0,fraud_O'Keefe-Hudson,38.353916,-107.072681
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,bfda832229b8edf8a42e2c6c48c65aa9,2012-01-24,23:00:09,1327446009,misc_net,3.16,0,fraud_Volkman Ltd,38.517196,-106.815306
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,9536d3b0ea4b8f2959d3faec0c9984cf,2012-01-07,22:06:11,1325973971,misc_pos,1.91,0,"fraud_Yost, Block and Koepp",39.503840,-105.830475
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,211fde26db4695e0029b10f621eb8ce9,2012-01-04,06:43:47,1325659427,grocery_pos,102.99,0,"fraud_Moen, Reinger and Murphy",37.991927,-105.299946
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,19d244b9373a1cece27759e559841bdd,2012-01-20,19:39:58,1327088398,personal_care,39.58,0,"fraud_Walter, Hettinger and Kessler",38.955972,-105.983596
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,cb8b4aa04abc98b21a4427cf62445bd5,2012-01-15,16:10:42,1326643842,shopping_net,7.81,0,"fraud_Reichert, Shanahan and Hayes",37.828053,-105.296947
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,947b9713bcc4232e2dde9515caab3aa2,2012-01-30,00:17:39,1327882659,grocery_pos,84.87,0,"fraud_Schumm, Bauch and Ondricka",37.879588,-105.506218
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,fb0e6866f0b7ab96ea764d6eff0fc1b6,2012-01-07,14:35:08,1325946908,home,52.11,0,fraud_Champlin-Casper,38.874192,-107.178798
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,34273ff8c3587d4a580c21c6ce0706f7,2012-01-12,18:59:21,1326394761,misc_pos,6.86,0,fraud_McDermott-Rice,39.198930,-107.121164
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,3e8e9f0d610cc30f20b0fe98ee4d1fcd,2012-01-29,15:29:54,1327850994,personal_care,10.08,0,fraud_Reichel LLC,39.018243,-105.790932
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,2bbcf66a6ecca26e25691661ba97bd4f,2012-01-01,06:41:43,1325400103,gas_transport,57.25,0,"fraud_Schaefer, McGlynn and Bosco",37.584454,-106.108743
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,014176a7db9b1a779ad88fa604d19bff,2012-01-25,12:35:01,1327494901,shopping_net,4.04,0,"fraud_Kuhic, Bins and Pfeffer",39.304552,-105.909384
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,62dd5791ac21cbd3d223c7d0bdb8de4c,2012-01-10,12:17:05,1326197825,health_fitness,6.23,0,"fraud_Brown, Homenick and Lesch",38.408251,-105.510962
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,37c5cbf0ec9c88d6091920f429b41b61,2012-01-12,19:46:37,1326397597,misc_pos,2.42,0,fraud_McCullough LLC,39.428728,-106.575396
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,008e9aa2328054525db584d9781f12bb,2012-01-08,12:01:53,1326024113,food_dining,346.93,0,fraud_Harris Group,38.011871,-106.178870
484-37-5978,180047700031746,Andrea,Simpson,F,409 Maria View Apt. 112,Monarch,CO,81227,38.5458,-106.2434,10,"Teacher, special educational needs",1979-04-09,279289428920,adults_2550_female_rural.json,f25989c43e259c2608e526dbfe032746,2012-01-04,12:54:38,1325681678,kids_pets,19.25,0,fraud_Beer-Jast,37.813552,-106.346565
